header,label,dataset_fold_1,dataset_fold_2,dataset_fold_3,dataset_fold_4,dataset_fold_5
A8LWZ5,0,test,test,test,test,test
Q0ICL5,0,test,test,test,test,test
A5FRW5,0,test,test,test,test,test
Q1MIU5,0,test,test,test,test,test
Q24PX9,0,test,test,test,test,test
B7JKI8|A0RCZ8|C3L5J1|B9IXY1|Q63CG2|Q81RP3|C3P7H9,0,test,test,test,test,test
A8GHK9,0,test,test,test,test,test
B0KQB7,0,test,test,test,test,test
C0MD36,0,test,test,test,test,test
Q9QY94,0,test,test,test,test,test
A7H665,0,test,test,test,test,test
Q2G236|A6QIE0|Q5HEK9|Q2FFI3|A8Z2S7,0,test,test,test,test,test
Q8ZIQ4|Q66EW0,0,test,test,test,test,test
Q3SLJ4,0,test,test,test,test,test
P37223,0,test,test,test,test,test
A5EV29,0,test,test,test,test,test
Q9NRZ7,0,test,test,test,test,test
B8DPG3,0,test,test,test,test,test
Q9X1W4,0,test,test,test,test,test
Q3ZFI4,0,test,test,test,test,test
Q64625,0,test,test,test,test,test
A5UIP9,0,test,test,test,test,test
A8GBX8,0,test,test,test,test,test
Q3AS33,0,test,test,test,test,test
B5YF73,0,test,test,test,test,test
Q3KM54|O84310,0,test,test,test,test,test
A7FYX2|A5I7A3,0,test,test,test,test,test
A4VVY4|A4W292,0,test,test,test,test,test
Q8P8K2|Q4UVI1,0,test,test,test,test,test
B7H927,0,test,test,test,test,test
Q5JFN8,0,test,test,test,test,test
Q0I131,0,test,test,test,test,test
C6BX34,0,test,test,test,test,test
B7IFS1,0,test,test,test,test,test
B8J249,0,test,test,test,test,test
C0M9C4,0,test,test,test,test,test
B2A2C4,0,test,test,test,test,test
A9HXK3,0,test,test,test,test,test
B2UZH3,0,test,test,test,test,test
Q2S6X5,0,test,test,test,test,test
Q5M348,0,test,test,test,test,test
Q6MBL8,0,test,test,test,test,test
Q3AG78,0,test,test,test,test,test
Q53H96,0,test,test,test,test,test
Q553X7,0,test,test,test,test,test
Q2RFV4,0,test,test,test,test,test
A8H0M7,0,test,test,test,test,test
B1LPS5,0,test,test,test,test,test
A1RPC2,0,test,test,test,test,test
Q87EM8|B2I7J1,0,test,test,test,test,test
B8DYT2,0,test,test,test,test,test
A8FNR8,0,test,test,test,test,test
A8FGJ6,0,test,test,test,test,test
Q82G92,0,test,test,test,test,test
A3N3W1,0,test,test,test,test,test
A2BQ71,0,test,test,test,test,test
Q5NL16,0,test,test,test,test,test
A8FKW8,0,test,test,test,test,test
A9WJR8|B9LD91,0,test,test,test,test,test
Q3SN24,0,test,test,test,test,test
A0A0C5QRZ2,0,test,test,test,test,test
Q9HTE3,0,test,test,test,test,test
Q1QH29,0,test,test,test,test,test
Q8DIE4,0,test,test,test,test,test
Q1GYN9,0,test,test,test,test,test
C4XST3,0,test,test,test,test,test
A4QI76,0,test,test,test,test,test
Q3YXJ0,0,test,test,test,test,test
Q83VZ3,0,test,test,test,test,test
B7UR66,0,test,test,test,test,test
A4XC73,0,test,test,test,test,test
Q7P0P7,0,test,test,test,test,test
Q8YXQ7,0,test,test,test,test,test
Q6D0I1,0,test,test,test,test,test
P10528,0,test,test,test,test,test
A9GBI6,0,test,test,test,test,test
Q5D1D6,0,test,test,test,test,test
Q8GYN9,0,test,test,test,test,test
B1Z033,0,test,test,test,test,test
B1YT11,0,test,test,test,test,test
A0A142C7A0,0,test,test,test,test,test
Q2T7T0,0,test,test,test,test,test
Q9AYT7,0,test,test,test,test,test
O66630,0,test,test,test,test,test
Q2FPV1,0,test,test,test,test,test
Q08350,0,test,test,test,test,test
A8AK26,0,test,test,test,test,test
Q3M1N6,0,test,test,test,test,test
A6QB35,0,test,test,test,test,test
Q6WUC1,0,test,test,test,test,test
B9JHZ9,0,test,test,test,test,test
Q12LE2,0,test,test,test,test,test
Q3J7X9,0,test,test,test,test,test
A1WBZ7,0,test,test,test,test,test
Q9XBM6,0,test,test,test,test,test
A0A7H0DN73,0,test,test,test,test,test
Q2YTE3,0,test,test,test,test,test
Q3AXV0,0,test,test,test,test,test
P52426,0,test,test,test,test,test
Q8E4Y6,0,test,test,test,test,test
B2GDT2,0,test,test,test,test,test
A0A1X7TVA9,0,test,test,test,test,test
Q47595,0,test,test,test,test,test
A4STP5,0,test,test,test,test,test
Q3IMM9,0,test,test,test,test,test
B4TR32,0,test,test,test,test,test
A9HZF7,0,test,test,test,test,test
Q1ITW5,0,test,test,test,test,test
B4U7D7,0,test,test,test,test,test
P44723,0,test,test,test,test,test
Q0HYZ3,0,test,test,test,test,test
Q6CZ24,0,test,test,test,test,test
Q6JD73,0,test,test,test,test,test
Q5QXS9,0,test,test,test,test,test
A3LP13,0,test,test,test,test,test
Q180T5,0,test,test,test,test,test
P04397,0,test,test,test,test,test
A6V730,0,test,test,test,test,test
Q0P9C5,0,test,test,test,test,test
B4TSH2|B5FS94|B5BKK0|B5F3A8|A9N508|Q5PJ49|B4T3E3|B5R0Q9|Q7CP92|Q8XG87,0,test,test,test,test,test
B0UB90,0,test,test,test,test,test
A8FN77,0,test,test,test,test,test
A5EXL2,0,test,test,test,test,test
A1BBS1,0,test,test,test,test,test
A0PV23,0,test,test,test,test,test
A5FYQ7,0,test,test,test,test,test
Q9ABB6|B8GYI6,0,test,test,test,test,test
A0K937|Q1BUZ9|A4JGE3|B1JVQ4,0,test,test,test,test,test
Q9KCT0,0,test,test,test,test,test
A1VU11,0,test,test,test,test,test
P51075,0,test,test,test,test,test
A0QVQ8,0,test,test,test,test,test
A7ZY39,0,test,test,test,test,test
Q51841,0,test,test,test,test,test
A8AYG1,0,test,test,test,test,test
P41766,0,test,test,test,test,test
P34753,0,test,test,test,test,test
Q8KNX9|Q5LG64,0,test,test,test,test,test
Q8PLL4,0,test,test,test,test,test
Q5H2V7|Q2P5R0,0,test,test,test,test,test
Q5R885,0,test,test,test,test,test
Q2SM69,0,test,test,test,test,test
Q2GCG8,0,test,test,test,test,test
O28928,0,test,test,test,test,test
Q66I24,0,test,test,test,test,test
Q6XGD5,0,test,test,test,test,test
H2K887,0,test,test,test,test,test
Q9X3P3,0,test,test,test,test,test
Q9XHE8|Q6WKZ1,0,test,test,test,test,test
B9KE25,0,test,test,test,test,test
P57853,0,test,test,test,test,test
B6H2S6,0,test,test,test,test,test
B3E3M7,0,test,test,test,test,test
Q59RQ2,0,test,test,test,test,test
Q491Z6,0,test,test,test,test,test
P48492,0,test,test,test,test,test
Q2YTK0,0,test,test,test,test,test
Q2RQ67,0,test,test,test,test,test
Q19842,0,test,test,test,test,test
Q0TEA8,0,test,test,test,test,test
P50000,0,test,test,test,test,test
Q18246,0,test,test,test,test,test
C5BW20,0,test,test,test,test,test
O69294,0,test,test,test,test,test
P65103|P65105|P0DB81|P0DB80|Q48U28|Q5XCM6,0,test,test,test,test,test
Q5HWX1,0,test,test,test,test,test
O84033|Q3KMZ2,0,test,test,test,test,test
B2IWH8,0,test,test,test,test,test
C3M9W6,0,test,test,test,test,test
B0TQF6,0,test,test,test,test,test
Q03PR5,0,test,test,test,test,test
Q4L3H9,0,test,test,test,test,test
C3NEU3,0,test,test,test,test,test
A3N063,0,test,test,test,test,test
B7LEI2|B7N6Z7|Q8X7U2|B6I6F7|B2TZH1|B5Z3C6|B7LXH6|A7ZQK6,0,test,test,test,test,test
P45855,0,test,test,test,test,test
Q8ES91,0,test,test,test,test,test
P40176,0,test,test,test,test,test
E3J0E1,0,test,test,test,test,test
B0UHR6,0,test,test,test,test,test
Q8DE75|Q7MPF0,0,test,test,test,test,test
Q9HDU3,0,test,test,test,test,test
Q87Q30,0,test,test,test,test,test
B2THU3,0,test,test,test,test,test
Q7N2E1,0,test,test,test,test,test
Q9QZU4,0,test,test,test,test,test
Q5LBZ2|Q64SX3,0,test,test,test,test,test
B6EMW2,0,test,test,test,test,test
Q9X4K8,0,test,test,test,test,test
Q3A2C7,0,test,test,test,test,test
B7UN04,0,test,test,test,test,test
G5EB37,0,test,test,test,test,test
Q3J2X5,0,test,test,test,test,test
B4SX42|A9MSC2,0,test,test,test,test,test
B5ZRM8,0,test,test,test,test,test
B3PV29,0,test,test,test,test,test
Q9HHE4,0,test,test,test,test,test
B2SI21,0,test,test,test,test,test
Q5HCZ6|A5IVY0|Q6GDP4|Q2FV67|A7X6R7|P99076|A8Z3F5|Q2FDV3|A6QK44|P63939|Q2YWA6|A6U4T5,0,test,test,test,test,test
A9I4U2,0,test,test,test,test,test
A5CV36,0,test,test,test,test,test
Q2NRS1,0,test,test,test,test,test
A6X307,0,test,test,test,test,test
Q6FU96,0,test,test,test,test,test
A8MLI9,0,test,test,test,test,test
Q3JC90,0,test,test,test,test,test
A5IM64,0,test,test,test,test,test
O22349,0,test,test,test,test,test
Q05016,0,test,test,test,test,test
A2BMW0,0,test,test,test,test,test
Q1IKG7,0,test,test,test,test,test
Q8FD73,0,test,test,test,test,test
A0KEX8,0,test,test,test,test,test
Q9Z2M7,0,test,test,test,test,test
Q7VK53,0,test,test,test,test,test
Q7UK64,0,test,test,test,test,test
A7MTS6,0,test,test,test,test,test
Q6NFN7,0,test,test,test,test,test
Q2NQQ7,0,test,test,test,test,test
O88833,0,test,test,test,test,test
P11233,0,test,test,test,test,test
Q6D4B6,0,test,test,test,test,test
A3CN88,0,test,test,test,test,test
B0KFS5,0,test,test,test,test,test
Q88MH4,0,test,test,test,test,test
A8GL60,0,test,test,test,test,test
Q7U851,0,test,test,test,test,test
Q8U0A6,0,test,test,test,test,test
P27544,0,test,test,test,test,test
Q91WR5,0,test,test,test,test,test
B9DVX9,0,test,test,test,test,test
Q6M075,0,test,test,test,test,test
B1JCH0,0,test,test,test,test,test
P51967,0,test,test,test,test,test
Q1QZS5,0,test,test,test,test,test
A6T1G7,0,test,test,test,test,test
Q92IT7,0,test,test,test,test,test
Q42522,0,test,test,test,test,test
P47357,0,test,test,test,test,test
Q5NQZ1,0,test,test,test,test,test
Q8TE96,0,test,test,test,test,test
O65323,0,test,test,test,test,test
P44309,0,test,test,test,test,test
A7FQI8|A5HY62,0,test,test,test,test,test
O30297,0,test,test,test,test,test
Q5WZ50,0,test,test,test,test,test
C1L2Z1|Q71ZN5,0,test,test,test,test,test
P80461,0,test,test,test,test,test
Q87BR7,0,test,test,test,test,test
A5EMI1,0,test,test,test,test,test
Q8TL41,0,test,test,test,test,test
B0BTN8,0,test,test,test,test,test
Q0K3R9,0,test,test,test,test,test
Q7VL55,0,test,test,test,test,test
O58878,0,test,test,test,test,test
A9MI40,0,test,test,test,test,test
P07773,0,test,test,test,test,test
P55023,0,test,test,test,test,test
Q5M482,0,test,test,test,test,test
P50174,0,test,test,test,test,test
Q07VN9,0,test,test,test,test,test
O60011,0,test,test,test,test,test
B8JAT1,0,test,test,test,test,test
Q6LFW5,0,test,test,test,test,test
A1JQV2,0,test,test,test,test,test
A4T096,0,test,test,test,test,test
Q57PS8,0,test,test,test,test,test
A0PLU9,0,test,test,test,test,test
B8CNL2,0,test,test,test,test,test
C1A163,0,test,test,test,test,test
O42145,0,test,test,test,test,test
Q58643,0,test,test,test,test,test
Q1RAI4,0,test,test,test,test,test
Q5V518,0,test,test,test,test,test
A0PVW7,0,test,test,test,test,test
Q5LU92,0,test,test,test,test,test
B8FH38,0,test,test,test,test,test
O35331,0,test,test,test,test,test
P43843,0,test,test,test,test,test
P49441,0,test,test,test,test,test
Q634H0|C3P964|B7JP64|A0RIY7|Q81LL4|Q730G0|C3L5Y0|B7HQD2|C1ESR9,0,test,test,test,test,test
Q1C7J3|P58540|A9R8V1|A4TJ19,0,test,test,test,test,test
P51639,0,test,test,test,test,test
Q4UK84,0,test,test,test,test,test
A1SS62,0,test,test,test,test,test
A1DGF2,0,test,test,test,test,test
Q8DSZ0,0,test,test,test,test,test
P60885,0,test,test,test,test,test
Q65JJ3,0,test,test,test,test,test
Q9KY50,0,test,test,test,test,test
Q75JU2,0,test,test,test,test,test
Q48DG3,0,test,test,test,test,test
Q1RHX2,0,test,test,test,test,test
Q88BA5,0,test,test,test,test,test
Q1JUQ0,0,test,test,test,test,test
O57764,0,test,test,test,test,test
Q6ETN3,0,test,test,test,test,test
B5E7M6|C1CMD6,0,test,test,test,test,test
Q8XXC4,0,test,test,test,test,test
Q2YUF2,0,test,test,test,test,test
Q92MA5,0,test,test,test,test,test
B9LKK2|A9WG82,0,test,test,test,test,test
Q2IPY2,0,test,test,test,test,test
Q2P3J8|Q5H0K6,0,test,test,test,test,test
Q5E7U3,0,test,test,test,test,test
Q87AG0|B2I9B2,0,test,test,test,test,test
A0JXW3,0,test,test,test,test,test
Q0ABJ2,0,test,test,test,test,test
O32865,0,test,test,test,test,test
Q49W60,0,test,test,test,test,test
Q5LT18,0,test,test,test,test,test
Q81S64|Q63D03|A0RCH7|C3L6U1|C3P6N8|Q6HKD8|C1EPH2,0,test,test,test,test,test
Q63R41,0,test,test,test,test,test
Q6ZFT5,0,test,test,test,test,test
Q1LSL6,0,test,test,test,test,test
B2HED8,0,test,test,test,test,test
Q3SZ20,0,test,test,test,test,test
O67353,0,test,test,test,test,test
A7H2A6,0,test,test,test,test,test
A9B2N4,0,test,test,test,test,test
B9KE87,0,test,test,test,test,test
A8H745,0,test,test,test,test,test
A3CKF4,0,test,test,test,test,test
B2UYI0,0,test,test,test,test,test
A4QCK4,0,test,test,test,test,test
A1W6R1,0,test,test,test,test,test
B1M6B8,0,test,test,test,test,test
O35975,0,test,test,test,test,test
B0KJ91,0,test,test,test,test,test
Q49Z76,0,test,test,test,test,test
Q92NL9,0,test,test,test,test,test
Q8ZA86,0,test,test,test,test,test
O74455,0,test,test,test,test,test
O00764,0,test,test,test,test,test
P40732,0,test,test,test,test,test
Q5N8G1,0,test,test,test,test,test
Q3K441,0,test,test,test,test,test
P48682,0,test,test,test,test,test
A4WEY6,0,test,test,test,test,test
Q3AL68,0,test,test,test,test,test
Q2R483,0,test,test,test,test,test
Q3YW49,0,test,test,test,test,test
A4SLY1,0,test,test,test,test,test
A0M791,0,test,test,test,test,test
A5CRT6,0,test,test,test,test,test
Q87KZ5,0,test,test,test,test,test
Q5L0U0,0,test,test,test,test,test
Q5X3Q5,0,test,test,test,test,test
A9R1G3|Q8ZBK7|Q1CLW1|Q1C3V7|A4TPV4,0,test,test,test,test,test
Q84KK4,0,test,test,test,test,test
Q73KC6,0,test,test,test,test,test
E2CYT2,0,test,test,test,test,test
Q7TV18,0,test,test,test,test,test
C3JYS7,0,test,test,test,test,test
Q1LT88,0,test,test,test,test,test
A4IQK7,0,test,test,test,test,test
P90593,0,test,test,test,test,test
B8GFF8,0,test,test,test,test,test
Q9HFV8,0,test,test,test,test,test
Q9JZ53,0,test,test,test,test,test
B0KUJ6,0,test,test,test,test,test
Q2KTX5,0,test,test,test,test,test
Q2IMG0,0,test,test,test,test,test
Q66AT9|Q1C814|Q1CJG5|B1JLL0|B2K324|A7FIC5|A4TJK0|Q8ZEU5,0,test,test,test,test,test
B1J390,0,test,test,test,test,test
O22216,0,test,test,test,test,test
A1RS43,0,test,test,test,test,test
Q88Z76,0,test,test,test,test,test
Q72PA7|Q8F738,0,test,test,test,test,test
Q137B2,0,test,test,test,test,test
Q83JZ0,0,test,test,test,test,test
Q56185,0,test,test,test,test,test
A6GYW4,0,test,test,test,test,test
Q3IRQ4,0,test,test,test,test,test
P58856,0,test,test,test,test,test
A1ST92,0,test,test,test,test,test
Q1LHL9,0,test,test,test,test,test
Q8NSL2,0,test,test,test,test,test
B0S0N1,0,test,test,test,test,test
Q9WTN0,0,test,test,test,test,test
Q63U72,0,test,test,test,test,test
A7TQL5,0,test,test,test,test,test
C0ZZV7,0,test,test,test,test,test
Q8ELI2,0,test,test,test,test,test
Q0VL83,0,test,test,test,test,test
Q3JZV8|Q8DYB3|Q8E3X8,0,test,test,test,test,test
Q039B5,0,test,test,test,test,test
A1RVE1,0,test,test,test,test,test
Q0TH90|Q8FH06,0,test,test,test,test,test
B7GH21,0,test,test,test,test,test
A1DE84,0,test,test,test,test,test
Q6WB83,0,test,test,test,test,test
Q3Z9A4,0,test,test,test,test,test
P0DQH9,0,test,test,test,test,test
A6UT04,0,test,test,test,test,test
Q8RBK0,0,test,test,test,test,test
Q73HV1,0,test,test,test,test,test
Q63R55|Q3JP21,0,test,test,test,test,test
P18186,0,test,test,test,test,test
P0A7F6|Q0T880|P0A7F8|P0A7F7|Q326B6|A7ZHK9|B1LGS1|A7ZW69|B1XC95|Q3Z5P0|B2U2W9|B7M161|C4ZRL3|B5YZF5|B1IQM0|B7N7Z0|B7LFY7|B7NI80,0,test,test,test,test,test
A4VPK9,0,test,test,test,test,test
Q9KNT4,0,test,test,test,test,test
P54746,0,test,test,test,test,test
A1U3G0,0,test,test,test,test,test
A7MHU4,0,test,test,test,test,test
Q4KIS2,0,test,test,test,test,test
Q92B82,0,test,test,test,test,test
Q97ZJ3,0,test,test,test,test,test
A0KEP8,0,test,test,test,test,test
B8IMW7,0,test,test,test,test,test
B2US41,0,test,test,test,test,test
Q64FW2,0,test,test,test,test,test
Q29499,0,test,test,test,test,test
Q4J8K8,0,test,test,test,test,test
A8GZ30,0,test,test,test,test,test
A5CPD5,0,test,test,test,test,test
B2U2J7,0,test,test,test,test,test
Q6ANV2,0,test,test,test,test,test
Q5JJC6,0,test,test,test,test,test
A6Q3Z7,0,test,test,test,test,test
A5ILQ1,0,test,test,test,test,test
Q0HSW6|Q0HGL5,0,test,test,test,test,test
B2UUF9,0,test,test,test,test,test
Q8CQF7,0,test,test,test,test,test
Q318F2,0,test,test,test,test,test
P00357,0,test,test,test,test,test
Q8FLD8,0,test,test,test,test,test
Q67NS3,0,test,test,test,test,test
Q2N9D3,0,test,test,test,test,test
P0CV96,0,test,test,test,test,test
P07250,0,test,test,test,test,test
Q475G0,0,test,test,test,test,test
P0AAB6|P0AAB7,0,test,test,test,test,test
A7MWB9,0,test,test,test,test,test
O13843,0,test,test,test,test,test
A9WT40,0,test,test,test,test,test
B0DQB9,0,test,test,test,test,test
P0AGE9|P0AGF1|P0AGF0,0,test,test,test,test,test
Q5NNQ0,0,test,test,test,test,test
C5A1J7,0,test,test,test,test,test
Q97A55,0,test,test,test,test,test
B1HQT3,0,test,test,test,test,test
Q6IA69,0,test,test,test,test,test
Q8X8T4|B5YU75,0,test,test,test,test,test
Q6D2F1,0,test,test,test,test,test
A4WPZ2,0,test,test,test,test,test
A7MGA8,0,test,test,test,test,test
Q5WIE9,0,test,test,test,test,test
Q8XYW2,0,test,test,test,test,test
Q65T08,0,test,test,test,test,test
A3NF40|A1V8T1|A3MQJ9|Q63PI0|Q2STE9|Q3JXV8|Q62FR5|A3P0Z0,0,test,test,test,test,test
B5YD05,0,test,test,test,test,test
Q28IX8,0,test,test,test,test,test
Q6G0J2,0,test,test,test,test,test
O23722,0,test,test,test,test,test
A7MGC5,0,test,test,test,test,test
Q88ND5,0,test,test,test,test,test
Q1GC80,0,test,test,test,test,test
Q3J276,0,test,test,test,test,test
Q8FYW3,0,test,test,test,test,test
A2Q9T6,0,test,test,test,test,test
B3DUA1,0,test,test,test,test,test
Q88SB0,0,test,test,test,test,test
Q2GJ17,0,test,test,test,test,test
B3QM53,0,test,test,test,test,test
A4TKM6|A7FJJ3|A9R2M4|B1JPY5|Q1C9T5|Q8ZFZ8|Q1CGU7|B2JZK6|Q66C69,0,test,test,test,test,test
Q81P61,0,test,test,test,test,test
P49423,0,test,test,test,test,test
Q751I2,0,test,test,test,test,test
A9VLH4,0,test,test,test,test,test
P11344,0,test,test,test,test,test
Q83I36,0,test,test,test,test,test
P57778,0,test,test,test,test,test
P42962,0,test,test,test,test,test
Q5UQI4,0,test,test,test,test,test
Q3IDP4,0,test,test,test,test,test
Q58833,0,test,test,test,test,test
P79381,0,test,test,test,test,test
Q866E1,0,test,test,test,test,test
A0A0M3Q1Q3,0,test,test,test,test,test
Q6FZ13,0,test,test,test,test,test
P44480,0,test,test,test,test,test
A7NGH6,0,test,test,test,test,test
Q9S762,0,test,test,test,test,test
B0KSB7,0,test,test,test,test,test
Q8P9Q0,0,test,test,test,test,test
Q64674,0,test,test,test,test,test
P00862,0,test,test,test,test,test
B3E7F6,0,test,test,test,test,test
A0L8J5,0,test,test,test,test,test
C1DCM3,0,test,test,test,test,test
Q13DP2,0,test,test,test,test,test
A1TL98,0,test,test,test,test,test
B0K8B2,0,test,test,test,test,test
P21640,0,test,test,test,test,test
B7URW2,0,test,test,test,test,test
A4KAG8,0,test,test,test,test,test
B0SM57|B0SDM8,0,test,test,test,test,test
P65155|P9WKJ4|P9WKJ5,0,test,test,test,test,test
B6J1E0,0,test,test,test,test,test
S0EPU6|Q8X0Z0,0,test,test,test,test,test
Q8ZPU9,0,test,test,test,test,test
A2BWG6,0,test,test,test,test,test
A5VZC3,0,test,test,test,test,test
P28901,0,test,test,test,test,test
Q2N6J8,0,test,test,test,test,test
B0U2I4,0,test,test,test,test,test
Q8VY13,0,test,test,test,test,test
Q9K5E4,0,test,test,test,test,test
A7N129,0,test,test,test,test,test
Q82WM5,0,test,test,test,test,test
Q75FG2|Q8EXC0,0,test,test,test,test,test
Q8CMM3|Q5HPC0,0,test,test,test,test,test
Q7SF46,0,test,test,test,test,test
A8GDA0,0,test,test,test,test,test
A6UN45,0,test,test,test,test,test
A0A0H3JT80,0,test,test,test,test,test
Q4A7R7,0,test,test,test,test,test
B4T9H6,0,test,test,test,test,test
B4RFX6,0,test,test,test,test,test
A4QJU1,0,test,test,test,test,test
A7NR80,0,test,test,test,test,test
A1WJL0,0,test,test,test,test,test
B4S9T4,0,test,test,test,test,test
Q2NRT4,0,test,test,test,test,test
C5D367,0,test,test,test,test,test
A4GE70,0,test,test,test,test,test
Q9F1T4,0,test,test,test,test,test
A8G1S5,0,test,test,test,test,test
C3K1E8,0,test,test,test,test,test
A6UFD9,0,test,test,test,test,test
Q3AAE9,0,test,test,test,test,test
Q96P20,0,test,test,test,test,test
Q88QG4,0,test,test,test,test,test
Q970V0,0,test,test,test,test,test
B0JSC7,0,test,test,test,test,test
Q12ZG1,0,test,test,test,test,test
Q8DPZ0|Q04KR0,0,test,test,test,test,test
Q8WKC9,0,test,test,test,test,test
P9WIQ2|P9WIQ3,0,test,test,test,test,test
Q4KMC8,0,test,test,test,test,test
B3QUG2,0,test,test,test,test,test
B1I2E4,0,test,test,test,test,test
P24288,0,test,test,test,test,test
Q1MMY1,0,test,test,test,test,test
Q39617,0,test,test,test,test,test
B7KZ66,0,test,test,test,test,test
O66949,0,test,test,test,test,test
C3K475,0,test,test,test,test,test
P0CS95|P0CQ41,0,test,test,test,test,test
Q7NIE6,0,test,test,test,test,test
Q6LWZ3,0,test,test,test,test,test
Q1RIM4,0,test,test,test,test,test
P13419,0,test,test,test,test,test
A6TJE5,0,test,test,test,test,test
A2RK41,0,test,test,test,test,test
A9WP08,0,test,test,test,test,test
M5AW86,0,test,test,test,test,test
Q9BWV3,0,test,test,test,test,test
P00966,0,test,test,test,test,test
Q9HYC9|B7UWK0|Q02QW9|A6V1U5,0,test,test,test,test,test
Q9ZLR5,0,test,test,test,test,test
B9E7A4,0,test,test,test,test,test
Q2FGD0|A8Z4D3|Q5HFG7|Q2FXY3|A6QHD6,0,test,test,test,test,test
Q21W90,0,test,test,test,test,test
C4LDD0,0,test,test,test,test,test
A7NLU3,0,test,test,test,test,test
C0R175,0,test,test,test,test,test
Q0BTX6,0,test,test,test,test,test
B9E7E0,0,test,test,test,test,test
B1WR00,0,test,test,test,test,test
Q056L2|Q04P21,0,test,test,test,test,test
A5G3L2,0,test,test,test,test,test
Q9LCV9,0,test,test,test,test,test
O66132,0,test,test,test,test,test
Q2NRK0,0,test,test,test,test,test
Q59111,0,test,test,test,test,test
Q0AD92,0,test,test,test,test,test
Q10242,0,test,test,test,test,test
P36016,0,test,test,test,test,test
Q0T2M9,0,test,test,test,test,test
Q8DTC6,0,test,test,test,test,test
A5G962,0,test,test,test,test,test
A6WST7,0,test,test,test,test,test
A7ZKY2|Q3Z0S6|B2TZV6|Q31ZQ1|Q83LD8|Q0T5I7|B7LXC3|B6I9S3,0,test,test,test,test,test
B0KFA9,0,test,test,test,test,test
Q9UTL3,0,test,test,test,test,test
P42412,0,test,test,test,test,test
Q73I75,0,test,test,test,test,test
A5W9V8,0,test,test,test,test,test
O54134,0,test,test,test,test,test
Q5M439,0,test,test,test,test,test
Q9GLV6,0,test,test,test,test,test
Q65GJ0,0,test,test,test,test,test
Q97C45,0,test,test,test,test,test
A6L1X1,0,test,test,test,test,test
A5GFY8,0,test,test,test,test,test
B9DUV6,0,test,test,test,test,test
Q8YP17,0,test,test,test,test,test
Q483C9,0,test,test,test,test,test
Q3JWF7|A3NR29|Q63XS7|A3N5D1,0,test,test,test,test,test
P59613,0,test,test,test,test,test
Q746R5,0,test,test,test,test,test
B8I5M2,0,test,test,test,test,test
Q24XU1,0,test,test,test,test,test
B3PWH7,0,test,test,test,test,test
Q5UXX3,0,test,test,test,test,test
Q1JHJ1,0,test,test,test,test,test
B2KCE9,0,test,test,test,test,test
Q8FJZ1|B7MFR2|A1A8R4|Q0TK34,0,test,test,test,test,test
A0A976YI25,0,test,test,test,test,test
Q13510,0,test,test,test,test,test
O84335,0,test,test,test,test,test
P28624,0,test,test,test,test,test
Q0SMQ5,0,test,test,test,test,test
Q5PBP3|B9KHN3,0,test,test,test,test,test
A4J146,0,test,test,test,test,test
A4T0W0,0,test,test,test,test,test
Q8Y9C1,0,test,test,test,test,test
Q8ZZJ9,0,test,test,test,test,test
P53314,0,test,test,test,test,test
Q979G6,0,test,test,test,test,test
B2K4C7|Q66EM3,0,test,test,test,test,test
Q8Y7C5,0,test,test,test,test,test
P06662,0,test,test,test,test,test
B0BRM0,0,test,test,test,test,test
Q9X0C6,0,test,test,test,test,test
D4G8K6,0,test,test,test,test,test
B8HQP9,0,test,test,test,test,test
Q2A1K3,0,test,test,test,test,test
Q8RC17,0,test,test,test,test,test
C1B1F1,0,test,test,test,test,test
Q92AX5,0,test,test,test,test,test
Q7N5W0,0,test,test,test,test,test
Q9K0V9,0,test,test,test,test,test
Q1I411,0,test,test,test,test,test
Q6FF68,0,test,test,test,test,test
Q46GV6,0,test,test,test,test,test
Q2RHL2,0,test,test,test,test,test
Q7V272,0,test,test,test,test,test
Q1CSU6,0,test,test,test,test,test
B7HH81,0,test,test,test,test,test
Q5HKB0,0,test,test,test,test,test
Q1GP88,0,test,test,test,test,test
Q6G2Q8,0,test,test,test,test,test
P9WHM1|P9WHM0,0,test,test,test,test,test
C1B7L0,0,test,test,test,test,test
A0A0A1GNF2,0,test,test,test,test,test
Q7N3U5,0,test,test,test,test,test
Q8WU67,0,test,test,test,test,test
Q2J0U5,0,test,test,test,test,test
Q2GG30,0,test,test,test,test,test
Q87L22,0,test,test,test,test,test
A9KTR5,0,test,test,test,test,test
A3PCV0,0,test,test,test,test,test
Q3BMC5,0,test,test,test,test,test
Q3BAN4,0,test,test,test,test,test
A0A5Q0QMX0,0,test,test,test,test,test
Q82SJ7,0,test,test,test,test,test
Q5P6G9,0,test,test,test,test,test
A5IMJ0,0,test,test,test,test,test
Q7MJ10,0,test,test,test,test,test
P9WH08|P9WH09,0,test,test,test,test,test
B1YSH7|B4ECP1|Q1BHJ3|A4JF86|Q39F33|B1JUG0|A0K8F4,0,test,test,test,test,test
Q6KB58,0,test,test,test,test,test
C3KWA1,0,test,test,test,test,test
A8AQU3,0,test,test,test,test,test
B1KLC1,0,test,test,test,test,test
B1MCI5,0,test,test,test,test,test
Q73WF2,0,test,test,test,test,test
Q3BPY4,0,test,test,test,test,test
Q5SJZ6,0,test,test,test,test,test
Q8VDR7,0,test,test,test,test,test
Q59TB2,0,test,test,test,test,test
Q62LJ2|A3NX99,0,test,test,test,test,test
